款,項,目,節,科目編號,科目名稱,本年度預算數,上年度預算數,本年度與上年度比較,說明
24,2,3,1,5265101020,綜合企劃,"149,187 ","166,979 ","-17,792 ","本年度預算數之內容與上年度之比較如下：
1.企劃作業經費7,224千元，較上年度增列
會議室系統維護及購置辦公設備等經費2,
833千元。
2.創新技術研發獎助經費69,231千元，較上
年度減列研發精進等經費9,392千元。
3.人才培訓經費27,086千元，較上年度增列
辦理園區專業技術人才培訓業務等經費11
5千元。
4.管理作業計畫經費176千元，與上年度同
。
5.園區資訊化業務規劃發展經費45,388千元
，較上年度減列共用性行政業務系統規劃
與建置分攤款等經費11,283千元。
6.電腦專業人員訓練經費82千元，較上年度
減列國內旅費等65千元。"
24,2,3,2,5265101021,投資推廣,"18,227 ","14,773 ","3,454 ","本年度預算數之內容與上年度之比較如下：
1.業務推廣經費10,685千元，與上年度同。
2.投資服務經費3,074千元，與上年度同。
3.科學園區創新創業場域及服務推動計畫經
費1,043千元，較上年度增列辦理創新場
域訪客接待及諮詢服務等經費29千元。
4.新增產經分析經費3,425千元。"
24,2,3,3,5265101022,社會行政,"36,235 ","37,335 ","-1,100 ","本年度預算數之內容與上年度之比較如下：
1.勞資關係及勞工福利經費4,311千元，較
上年度減列辦理園區簡訊編印及稿費等50
3千元。
2.勞工檢查經費3,008千元，較上年度增列
辦理園區中小型高風險事業之安全衛生輔
導查核等經費191千元。
3.環境保護經費28,916千元，較上年度減列
辦理園區地下水污染整治等經費788千元
。"
24,2,3,4,5265101023,工商行政,"2,896 ","3,646 ",-750 ,"本年度預算數之內容與上年度之比較如下：
1.工商服務與財稅管理經費1,175千元，與
上年度同。
2.安全防護管理經費973千元，較上年度減
列建置新竹園區防空警報系統等經費750
千元。
3.外貿服務經費748千元，與上年度同。"
24,2,3,5,5265101024,營建行政,"5,146 ","5,146 ",-,"本年度預算數5,146千元，係辦理園區廠商
節能技術輔導等經費，與上年度同。"
24,2,3,6,5265101026,地政及規劃,"7,755 ","7,456 ",299 ,"本年度預算數之內容與上年度之比較如下：
1.財產登記與管理經費1,785千元，較上年
度增列土地與建物測量登記及地圖印製等
經費26千元。
2.土地使用規劃、細部規劃及建築管理經費
3,801千元，較上年度增列辦理園區公共
建築安檢複查等經費332千元。
3.竹南、龍潭、銅鑼及宜蘭園區經費2,169
千元，較上年度減列郵電通訊費等59千元
。"
24,2,4,  ,5265101500,新竹生物醫學園區,"17,690 ","262,657 ","-244,967 ","本年度預算數17,690千元，係辦理研發中心
管理及生醫辦公室駐地行政管理所需經費，
較上年度減列興建研發中心等經費244,967
千元。"
24,2,5,  ,5265109800,第一預備金,"1,000 ","1,000 ",-,仍照上年度預算數編列。
24,3,  ,  ,0065200000,中部科學工業園區管理局及所屬,"1,497,462 ","1,202,601 ","294,861 ",  
24,3,  ,999,5165200000,教育支出,"155,735 ","91,548 ","64,187 ",  
24,3,1,  ,5165201100,國立中科實驗高級中學,"155,735 ","91,548 ","64,187 ","本年度預算數之內容與上年度之比較如下：
1.人員維持費53,547千元，較上年度增列員
工薪俸晉級差額等經費600千元。
2.基本行政工作維持費9,915千元，較上年
度減列購罝電腦及辦公設備費等610千元
。
3.教學訓輔業務6,273千元，較上年度增列
購置教學及實驗器材等經費598千元。
4.教學建築與設備—國中部校舍新建工程總
經費195,000千元，分3年辦理，103年度
已編列22,401千元，本年度續編第2年經
費86,000千元，較上年度增列63,599千元
。"
24,3,  ,999,5265200000,科學支出,"1,341,727 ","1,111,053 ","230,674 ",  
24,3,2,  ,5265200100,一般行政,"201,372 ","199,176 ","2,196 ","本年度預算數之內容與上年度之比較如下：
1.人員維持費165,298千元，較上年度核實
減列人事費1,636千元。
2.基本行政工作維持費36,074千元，較上年
度增列辦公大樓電氣空調設施、電力、消
防機具養護費等3,832千元。"
24,3,3,  ,5265201000,園區業務推展,"274,055 ","297,237 ","-23,182 ",  
24,3,3,1,5265201019,企劃行政,"1,074 ",240 ,834 ,"本年度預算數1,074千元，係辦理園區發展
策略之規劃與推動等相關經費，較上年度增
列辦理企劃相關文書及事務管理業務等經費
834千元。"
24,3,3,2,5265201020,投資推廣,"134,265 ","145,716 ","-11,451 ","本年度預算數之內容與上年度之比較如下：
1.投資業務經費2,863千元，較上年度增列
辦理投資申請案專家審查等經費125千元
。
2.業務推展經費7,940千元，較上年度增列
辦理多媒體平面宣傳資料等經費505千元
。
3.產學研發經費39,716千元，較上年度減列
辦理科學園區研發精進產學合作補助計畫
等經費837千元。
4.高科技設備前瞻技術發展計畫第二期經費
82,703千元，較上年度減列補助前瞻性材
料設備研發計畫等經費8,415千元。
5.科學園區創新創業場域及服務推動計畫經
費1,043千元，較上年度減列創新創業團
隊進駐辦公室裝潢費等2,829千元。"
24,3,3,3,5265201021,環安行政,"8,776 ","7,988 ",788 ,"本年度預算數之內容與上年度之比較如下：
1.勞工業務經費743千元，較上年度減列辦
理就業博覽會徵才活動、中科盃球類競賽
等經費59千元。
2.勞動檢查經費1,136千元，較上年度增列
辦理園區工安環保月系列活動等經費114
千元。
3.環境保護經費6,897千元，較上年度增列
委託辦理環保許可審查、污染總量管制及
環境管理相關計畫等經費733千元。"
24,3,3,4,5265201022,工商行政,"23,619 ","31,688 ","-8,069 ","本年度預算數之內容與上年度之比較如下：
1.工商管理經費753千元，較上年度增列委
託辦理工商服務業務、座談會及業務宣導
等經費577千元。
2.外貿保稅經費255千元，較上年度減列委
託辦理外貿保稅、管理費收取業務等經費
253千元。
3.資訊業務經費22,611千元，較上年度減列
辦理共用性行政系統規劃與建置等經費6,
952千元。
4.上年度安全防護預算業已編竣，所列1,44
1千元如數減列。"
24,3,3,5,5265201023,營建行政,"5,345 ","4,865 ",480 ,"本年度預算數5,345千元，係辦理各園區開
發業務等相關經費，較上年度增列辦理輔導
中部科學園區廠商節水技術及電力安全技術
等經費480千元。"
24,3,3,6,5265201024,建管行政,"6,514 ","10,716 ","-4,202 ","本年度預算數之內容與上年度之比較如下：
1.建管規劃管理經費4,278千元，較上年度
減列台中特定區計畫實質規劃作業等經費
4,416千元。
2.財產登記與管理經費1,053千元，較上年
度增列辦理業務現勘所需用具及國內旅費
等107千元。
3.交通規劃管理經費1,183千元，較上年度
增列辦理現勘費及國內旅費等107千元。"
24,3,3,7,5265201026,高等研究園區開發業務,"94,462 ","96,024 ","-1,562 ","本年度預算數之內容與上年度之比較如下：
1.人員維持費72,231千元，較上年度增列員
工薪俸晉級差額等經費31千元。
2.基本行政工作維持費4,188千元，較上年
度減列公文檔案數位化委外服務、影印事
務機租金及國內旅費等397千元。
3.業務推展經費1,908千元，較上年度減列
委託辦理資訊服務及購置資訊設備等經費
944千元。
4.工商及環安管理經費761千元，較上年度
增列委託辦理資訊服務及購置資訊設備等
經費693千元。
5.園區開發經費725千元，較上年度增列辦
理園區土地、建築與聯外交通改善規劃費
及員工在職訓練費等48千元。
6.公共設施管理經費14,649千元，較上年度
減列環境清潔綠化等經費2,545千元，增
列公共場所、路燈電費及公共設施維護等
經費1,552千元，計淨減993千元。"
24,3,4,  ,5265208100,非營業特種基金,"865,300 ","613,640 ","251,660 ",  
24,3,4,1,5265208120,科學工業園區管理局作業基金,"865,300 ","613,640 ","251,660 ","本年度預算數865,300千元，係國庫增撥科
學工業園區作業基金，較上年度增列251,66
0千元。"
24,3,5,  ,5265209800,第一預備金,"1,000 ","1,000 ",-,仍照上年度預算數編列。
24,4,  ,  ,0065300000,南部科學工業園區管理局及所屬,"1,169,643 ","1,107,894 ","61,749 ",  
24,4,  ,999,5165300000,教育支出,"264,110 ","261,440 ","2,670 ",  
24,4,1,  ,5165301100,國立南科國際實驗高級中學,"264,110 ","261,440 ","2,670 ","本年度預算數之內容與上年度之比較如下：
1.人員維持費231,192千元，較上年度增列
職員1人之人事費與教師1人之退休金及員
工薪俸晉級差額等經費6,111千元。
2.基本行政工作維持費20,203千元，較上年
度增列國中排水溝改善工程等經費560千
元。
3.教學訓輔業務經費10,101千元，較上年度
增列購置複式顯微鏡等教學儀器設備經費
45千元。
4.十二年一貫綠色科技明日典範學校經費2,
614千元，較上年度減列國小部太陽光電
發電系統一期工程等經費4,046千元。"
24,4,  ,999,5265300000,科學支出,"905,533 ","846,454 ","59,079 ",  
24,4,2,  ,5265300100,一般行政,"187,769 ","184,063 ","3,706 ","本年度預算數之內容與上年度之比較如下：
1.人員維持費151,120千元，較上年度增列
法定編制人員待遇等經費4,764千元。
2.基本行政工作維持費36,649千元，較上年
度減列國內旅費及購置辦公設備等經費1,
707千元，增列委託辦理一般行政庶務工
作及機械設備養護費等649千元，計淨減1
,058千元。"
24,4,3,  ,5265301000,園區業務推展,"307,564 ","334,791 ","-27,227 ",  
24,4,3,1,5265301020,綜合企劃,"41,811 ","51,047 ","-9,236 ","本年度預算數之內容與上年度之比較如下:
1.企劃作業經費1,413千元，較上年度增列
國內旅費等167千元。
2.園區資訊化業務規劃發展經費36,406千元
，較上年度減列共用性行政業務系統規劃
與建置分攤款及購置資訊設備等經費10,3
92千元。
3.科學園區創新創業場域及服務推動計畫經
費3,992千元，較上年度減列購置雜項設
備等經費884千元，增列委託辦理創新創
業輔導培育計畫專業服務等經費1,873千
元，計淨增989千元。"
24,4,3,2,5265301021,投資推廣,"222,293 ","238,319 ","-16,026 ","本年度預算數之內容與上年度之比較如下：
1.投資服務經費3,084千元，與上年度同。
2.業務推廣經費6,289千元，較上年度減列
委託辦理園區整體形象提升規劃及國外旅
費等238千元，增列大陸地區旅費及購置
資訊軟硬體設備等經費353千元，計淨增1
15千元。
3.產學研發業務經費52,285千元，較上年度
減列科學工業園區人才培育及研發精進產
學合作補助計畫等經費2,897千元。
4.南部生技醫療器材產業聚落發展計畫經費
122,277千元，較上年度減列補助產業技
術研發等經費11,150千元。
5.南科綠能低碳產業聚落推動計畫經費38,3
58千元，較上年度減列補助綠能低碳產業
聚落推動計畫等經費2,094千元。"
24,4,3,3,5265301022,社會行政,"16,323 ","15,776 ",547 ,"本年度預算數之內容與上年度之比較如下：
1.勞動檢查經費2,583千元，較上年度減列
購置園區聯防應變組織訓練耗材等經費35
0千元，增列工安衛及健康促進臨廠輔導
計畫等經費300千元，計淨減50千元。
2.勞工業務經費5,647千元，較上年度增列
辦理園區聯合家庭日等經費700千元。
3.環境保護經費8,093千元，較上年度減列
辦理園區環境管理環保許可計畫等經費10
3千元。"
24,4,3,4,5265301023,工商行政,"2,944 ","3,052 ",-108 ,"本年度預算數之內容與上年度之比較如下：
1.工商服務經費1,008千元，較上年度減列
辦理廠商決算書表審查業務等經費37千元
。
2.外貿服務經費1,936千元，較上年度減列
辦理園區工商生活服務等經費71千元。"
24,4,3,5,5265301024,營建行政,"1,293 ","3,401 ","-2,108 ","本年度預算數1,293千元，係辦理園區各項
公共設施維護管理等經費，較上年度減列地
理資訊系統維護及擴建公共設施管理系統等
經費2,108千元。"
24,4,3,6,5265301025,建管行政,"5,403 ","5,538 ",-135 ,"本年度預算數之內容與上年度之比較如下：
1.公共設施管理經費2,588千元，較上年度
增列辦理廠商節能輔導及防洪排水系統檢
討作業等經費100千元。
2.財產登記與管理經費246千元，較上年度
增列圖簿文件晒圖費及國內旅費等123千
元。
3.土地使用規劃及細部規劃經費2,014千元
，較上年度減列國內外旅費及辦理綠建築
輔導等經費558千元。
4.建築管理經費555千元，較上年度增列辦
理園區公共建築資料數位化及安檢複查作
業等經費200千元。"
24,4,3,7,5265301026,高雄園區之運作,"17,497 ","17,658 ",-161 ,"本年度預算數之內容與上年度之比較如下：
1.基本行政工作維持費13,355千元，較上年
度減列高雄行政大樓保險費及購置辦公設
備等經費583千元，增列委託辦理一般行
政庶務工作等經費422千元，計淨減161千
元。
2.投資業務經費920千元，與上年度同。
3.環安業務經費3,087千元，與上年度同。
4.建管業務經費135千元，與上年度同。"
